"""Arbol"";""DAP "";""ABm"";""HT"";""Rectitud"";""BFm""";;;;;
626;26.7;0.06;14.5;0;0
627;10.3;0.01;13.5;0;2
628;25.8;0.05;18.25;0;0
629;22.8;0.04;16;0;0
630;25.8;0.05;17.5;0;0
631;22.4;0.04;17.5;1;0
632;22.7;0.04;16;0;0
633;23.7;0.04;18.25;1;1
634;26.8;0.06;18.25;0;2
635;27.9;0.06;20.25;0;1
636;23.2;0.04;17.25;1;0
637;23.6;0.04;15.75;1;0
638;27;0.06;16.25;0;0
639;19.8;0.03;17.5;0;0
640;25.3;0.05;18;1;0
641;20.2;0.03;16.75;0;0
642;20.3;0.03;17.25;0;0
643;15.2;0.02;15.5;0;2
644;24.8;0.05;16;0;0
645;22.3;0.04;16.75;1;0
646;19.4;0.03;18.25;1;0
647;25.3;0.05;17.5;0;0
648;18.4;0.03;17.25;1;0
649;17.7;0.02;13.75;1;0
650;14;0.02;14.75;0;2
651;20.2;0.03;16.75;0;0
652;26.1;0.05;15.75;1;0
653;9.2;0.01;14;1;2
654;17.4;0.02;17.5;0;2
655;28.9;0.07;16.25;0;0
656;20.5;0.03;16.25;1;0
657;16.8;0.02;17;1;2
658;21.4;0.04;17;1;0
659;22.5;0.04;17;0;0
660;16.2;0.02;14.75;1;0
661;14.2;0.02;14.25;1;2
662;22;0.04;15.25;1;0
663;17.4;0.02;16.5;0;0
664;21.7;0.04;16.25;2;0
665;19.6;0.03;16.5;0;2
666;21.4;0.04;17;0;1
667;21.1;0.03;14.25;0;2
668;18.2;0.03;16;1;1
669;17;0.02;16.25;0;1
670;19.1;0.03;15.5;0;2
671;21.2;0.04;16;0;0
672;20.8;0.03;16;0;0
673;26.4;0.05;16.5;0;2
674;20.2;0.03;16.75;1;0
675;17.5;0.02;17.5;1;2
676;17.3;0.02;15.5;1;0
677;21.7;0.04;19.75;1;0
678;18.9;0.03;17.5;1;2
679;16.9;0.02;16.5;1;1
680;19.3;0.03;16;1;0
681;19.5;0.03;17.5;1;0
682;21.3;0.04;19;0;1
683;21.8;0.04;17.25;1;0
684;19.9;0.03;18.75;0;0
685;16.4;0.02;14.25;2;0
686;14.2;0.02;15;1;0
687;23.4;0.04;19.75;1;1
688;19;0.03;17;1;0
689;19.9;0.03;17.25;2;0
690;19;0.03;19;1;0
691;22;0.04;17;1;0
692;16.7;0.02;15.25;0;1
693;18.6;0.03;17.5;1;0
694;19.8;0.03;17.75;1;0
695;22.2;0.04;18;1;0
696;28;0.06;19.5;1;0
697;19.2;0.03;16.25;1;0
698;22.3;0.04;18.5;1;1
699;25.7;0.05;18.75;1;0
700;17.5;0.02;13.75;0;2
701;28.4;0.06;20.25;1;0
702;15;0.02;15.75;1;2
703;24.4;0.05;18;0;0
704;21;0.03;16.5;1;0
705;20.1;0.03;17.5;1;0
706;19.3;0.03;16.5;0;2
707;24.9;0.05;17.75;0;0
708;17.1;0.02;17;1;2
709;22.1;0.04;17.25;1;1
710;25.7;0.05;19;1;1
711;25.1;0.05;19;1;0
712;25.5;0.05;18.75;0;0
713;19.7;0.03;18;0;2
